PATTERN_ID,SUB_PATTER,PRIORITY,SPECIAL,LAYER,BITMAPTYPE,OFFSET_X,OFFSET_Y,FILENAME,BITMAPPTR
1,0,7, ,2,T,0,0,HA-001  ,0
1,0,3, ,1,T,0,0,HB-001  ,50700
1,1,7, ,2,T,0,0,HA-001A ,329
1,1,3, ,1,T,0,0,HB-001A ,51544
2,0,7, ,2,T,0,0,HA-002  ,657
2,0,3, ,1,T,0,0,HB-002  ,52388
2,1,7, ,2,T,0,0,HA-002A ,987
2,1,3, ,1,T,0,0,HB-002A ,53236
3,0,7, ,1,T,0,0,HA-003  ,1319
3,0,3, ,1,T,0,0,HB-003  ,54051
3,1,7, ,1,T,0,0,HA-003A ,2129
3,1,3, ,1,T,0,0,HB-003A ,54634
4,0,7, ,1,T,0,0,HA-004  ,2952
4,0,3, ,1,T,0,0,HB-004  ,55280
4,1,7, ,1,T,0,0,HA-004A ,3835
4,1,3, ,1,T,0,0,HB-004A ,55954
5,0,7, ,2,T,0,0,HA-005  ,4631
5,0,3, ,1,T,0,0,HB-005  ,56589
6,0,7, ,2,T,0,0,HA-006  ,4960
6,0,3, ,1,T,0,0,HB-006  ,57436
7,0,7, ,1,T,0,0,HA-007  ,5280
7,0,3, ,1,T,0,0,HB-007  ,58262
8,0,7, ,1,T,0,0,HA-008  ,6089
8,0,3, ,1,T,0,0,HB-008  ,58854
9,0,7, ,1,T,0,0,HA-009  ,6874
9,0,3, ,1,T,0,0,HB-009  ,59431
9,1,7, ,1,T,0,0,HA-009A ,7688
9,1,3, ,1,T,0,0,HB-009A ,60329
9,2,7, ,1,T,0,0,HA-009B ,8506
9,2,3, ,1,T,0,0,HB-009B ,61271
9,3,7, ,1,T,0,0,HA-009C ,9340
9,3,3, ,1,T,0,0,HB-009C ,62146
9,0,7,G,1,T,0,0,HA-G09  ,109034
9,0,3,G,1,T,0,0,HB-G09  ,119442
9,0,7,I,1,T,0,0,HA-I09  ,109836
9,0,3,I,1,T,0,0,HB-I09  ,120160
10,0,7, ,1,T,0,0,HA-010  ,10157
10,0,3, ,1,T,0,0,HB-010  ,63084
10,1,7, ,1,T,0,0,HA-010A ,10955
10,1,3, ,1,T,0,0,HB-010A ,63983
10,2,7, ,1,T,0,0,HA-010B ,11812
10,2,3, ,1,T,0,0,HB-010B ,64849
10,3,7, ,1,T,0,0,HA-010C ,12649
10,3,3, ,1,T,0,0,HB-010C ,65689
10,0,7,J,1,T,0,0,HA-J10  ,110345
10,0,3,J,1,T,0,0,HB-J10  ,121008
10,0,7,L,1,T,0,0,HA-L10  ,111128
10,0,3,L,1,T,0,0,HB-L10  ,121752
11,0,7, ,1,T,0,0,HA-011  ,13450
11,0,3, ,1,T,0,0,HB-011  ,66536
11,1,7, ,1,T,0,0,HA-011A ,14482
11,1,3, ,1,T,0,0,HB-011A ,67440
11,2,7, ,1,T,0,0,HA-011B ,15514
11,2,3, ,1,T,0,0,HB-011B ,68400
11,3,7, ,1,T,0,0,HA-011C ,16546
11,3,3, ,1,T,0,0,HB-011C ,69313
11,0,7,B,1,T,0,0,HA-B11  ,111644
11,0,3,B,1,T,0,0,HB-B11  ,122568
11,0,7,C,1,T,0,0,HA-C11  ,112575
11,0,3,C,1,T,0,0,HB-C11  ,123183
12,0,7, ,2,T,0,0,HA-012  ,17578
12,0,3, ,1,T,0,0,HB-012  ,70258
12,1,7, ,2,T,0,0,HA-012A ,18182
12,1,3, ,1,T,0,0,HB-012A ,71290
12,2,7, ,2,T,0,0,HA-012B ,18808
12,2,3, ,1,T,0,0,HB-012B ,72322
12,3,7, ,2,T,0,0,HA-012C ,19445
12,3,3, ,1,T,0,0,HB-012C ,73354
12,0,7,D,1,T,0,0,HA-D12  ,113545
12,0,3,D,1,T,0,0,HB-D12  ,123799
12,0,7,E,1,T,0,0,HA-E12  ,114160
12,0,3,E,1,T,0,0,HB-E12  ,123816
13,0,7, ,1,T,0,0,HA-013  ,20078
13,0,3, ,1,T,0,0,HB-013  ,74386
13,1,7, ,1,T,0,0,HA-013A ,20987
13,1,3, ,1,T,0,0,HB-013A ,75353
13,0,7,G,1,T,0,0,HA-G13  ,114742
13,0,3,G,1,T,0,0,HB-G13  ,123833
14,0,7, ,1,T,0,0,HA-014  ,21785
14,0,3, ,1,T,0,0,HB-014  ,76195
14,1,7, ,1,T,0,0,HA-014A ,22595
14,1,3, ,1,T,0,0,HB-014A ,77041
14,0,7,J,1,T,0,0,HA-J14  ,115514
14,0,3,J,1,T,0,0,HB-J14  ,124574
15,0,7, ,1,T,0,0,HA-015  ,23460
15,0,3, ,1,T,0,0,HB-015  ,77951
15,1,7, ,1,T,0,0,HA-015A ,24492
15,1,3, ,1,T,0,0,HB-015A ,78897
15,0,7,B,1,T,0,0,HA-B15  ,116310
15,0,3,B,1,T,0,0,HB-B15  ,125324
15,0,7,C,1,T,0,0,HA-C15  ,117253
15,0,3,C,1,T,0,0,HB-C15  ,126008
16,0,7, ,2,T,0,0,HA-016  ,25524
16,0,3, ,1,T,0,0,HB-016  ,79841
16,1,7, ,2,T,0,0,HA-016A ,26117
16,1,3, ,1,T,0,0,HB-016A ,80873
16,0,7,D,1,T,0,0,HA-D16  ,118245
16,0,3,D,1,T,0,0,HB-D16  ,126743
16,0,7,E,1,T,0,0,HA-E16  ,118860
16,0,3,E,1,T,0,0,HB-E16  ,126760
17,0,7, ,1,T,0,0,HA-017  ,26790
17,0,3, ,1,T,0,0,HB-017  ,81905
17,1,7, ,1,T,0,0,HA-017A ,27588
17,1,3, ,1,T,0,0,HB-017A ,82791
18,0,7, ,1,T,0,0,HA-018  ,28432
18,0,3, ,1,T,0,0,HB-018  ,83696
18,1,7, ,1,T,0,0,HA-018A ,29331
18,1,3, ,1,T,0,0,HB-018A ,84605
19,0,7, ,1,T,0,0,HA-019  ,30199
19,0,3, ,1,T,0,0,HB-019  ,85482
19,1,7, ,1,T,0,0,HA-019A ,31231
19,1,3, ,1,T,0,0,HB-019A ,86378
20,0,7, ,2,T,0,0,HA-020  ,32263
20,0,3, ,1,T,0,0,HB-020  ,87294
20,1,7, ,2,T,0,0,HA-020A ,32918
20,1,3, ,1,T,0,0,HB-020A ,88326
21,0,7, ,1,T,0,0,HA-021  ,33519
21,0,3, ,1,T,0,0,HB-021  ,89358
21,1,7, ,1,T,0,0,HA-021A ,34415
21,1,3, ,1,T,0,0,HB-021A ,90257
22,0,7, ,1,T,0,0,HA-022  ,35345
22,0,3, ,1,T,0,0,HB-022  ,91175
22,1,7, ,1,T,0,0,HA-022A ,36175
22,1,3, ,1,T,0,0,HB-022A ,92053
23,0,7, ,1,T,0,0,HA-023  ,36961
23,0,3, ,1,T,0,0,HB-023  ,92909
23,1,7, ,1,T,0,0,HA-023A ,37993
23,1,3, ,1,T,0,0,HB-023A ,93852
24,0,7, ,2,T,0,0,HA-024  ,39025
24,0,3, ,1,T,0,0,HB-024  ,94815
24,1,7, ,2,T,0,0,HA-024A ,39700
24,1,3, ,1,T,0,0,HB-024A ,95847
25,0,7, ,1,T,0,0,HA-025  ,126777
25,0,3, ,1,T,0,0,HB-025  ,157825
26,0,7, ,1,T,0,0,HA-026  ,127745
26,0,3, ,1,T,0,0,HB-026  ,158857
27,0,7, ,1,T,0,0,HA-027  ,128689
27,0,3, ,1,T,0,0,HB-027  ,159889
28,0,7, ,1,T,0,0,HA-028  ,129721
28,0,3, ,1,T,0,0,HB-028  ,160908
29,0,7, ,1,T,0,0,HA-029  ,130753
29,0,3, ,1,T,0,0,HB-029  ,161911
30,0,7, ,1,T,0,0,HA-030  ,131721
30,0,3, ,1,T,0,0,HB-030  ,162943
31,0,7, ,1,T,0,0,HA-031  ,132665
31,0,3, ,1,T,0,0,HB-031  ,163975
32,0,7, ,1,T,0,0,HA-032  ,133697
32,0,3, ,1,T,0,0,HB-032  ,164994
33,0,7, ,1,T,0,0,HA-033  ,134729
33,0,3, ,1,T,0,0,HB-033  ,165997
34,0,7, ,1,T,0,0,HA-034  ,135697
34,0,3, ,1,T,0,0,HB-034  ,167029
35,0,7, ,1,T,0,0,HA-035  ,136641
35,0,3, ,1,T,0,0,HB-035  ,168061
36,0,7, ,1,T,0,0,HA-036  ,137673
36,0,3, ,1,T,0,0,HB-036  ,169080
37,0,7, ,1,T,0,0,HA-037  ,40293
37,0,3, ,1,T,0,0,HB-037  ,96879
38,0,7, ,1,T,0,0,HA-038  ,41209
38,0,3, ,1,T,0,0,HB-038  ,97911
39,0,7, ,1,T,0,0,HA-039  ,42124
39,0,3, ,1,T,0,0,HB-039  ,98943
40,0,7, ,1,T,0,0,HA-040  ,43156
40,0,3, ,1,T,0,0,HB-040  ,99962
41,0,7, ,2,T,0,0,HA-041  ,44188
41,0,3, ,1,T,0,0,HB-041  ,100965
42,0,7, ,2,T,0,0,HA-042  ,44536
42,0,3, ,1,T,0,0,HB-042  ,101863
43,0,7, ,1,T,0,0,HA-043  ,44863
43,0,3, ,1,T,0,0,HB-043  ,102687
44,0,7, ,1,T,0,0,HA-044  ,45718
44,0,3, ,1,T,0,0,HB-044  ,103351
45,0,7, ,2,T,0,0,HA-045  ,46514
45,0,3, ,1,T,0,0,HB-045  ,104037
46,0,7, ,2,T,0,0,HA-046  ,46840
46,0,3, ,1,T,0,0,HB-046  ,104907
47,0,7, ,1,T,0,0,HA-047  ,47168
47,0,3, ,1,T,0,0,HB-047  ,105721
48,0,7, ,1,T,0,0,HA-048  ,48046
48,0,3, ,1,T,0,0,HB-048  ,106364
49,0,7, ,1,T,0,0,HA-049  ,48838
49,0,3, ,1,T,0,0,HB-049  ,107025
50,0,7, ,1,T,0,0,HA-050  ,49770
50,0,3, ,1,T,0,0,HB-050  ,108023
51,0,7, ,1,T,0,0,HA-051  ,138705
51,0,3, ,1,T,0,0,HB-051  ,170083
52,0,7, ,1,T,0,0,HA-052  ,139649
52,0,3, ,1,T,0,0,HB-052  ,171102
53,0,7, ,1,T,0,0,HA-053  ,140617
53,0,3, ,1,T,0,0,HB-053  ,172105
54,0,7, ,1,T,0,0,HA-054  ,141561
54,0,3, ,1,T,0,0,HB-054  ,173124
55,0,7, ,1,T,0,0,HA-055  ,142529
55,0,3, ,1,T,0,0,HB-055  ,174127
56,0,7, ,1,T,0,0,HA-056  ,143497
56,0,3, ,1,T,0,0,HB-056  ,175130
57,0,7, ,1,T,0,0,HA-057  ,144441
57,0,3, ,1,T,0,0,HB-057  ,176149
58,0,7, ,1,T,0,0,HA-058  ,145385
58,0,3, ,1,T,0,0,HB-058  ,177168
59,0,7, ,1,T,0,0,HA-059  ,146353
59,0,3, ,1,T,0,0,HB-059  ,178171
60,0,7, ,1,T,0,0,HA-060  ,147297
60,0,3, ,1,T,0,0,HB-060  ,179190
61,0,7, ,1,T,0,0,HA-061  ,148265
61,0,3, ,1,T,0,0,HB-061  ,180193
62,0,7, ,1,T,0,0,HA-062  ,149233
62,0,3, ,1,T,0,0,HB-062  ,181196
63,0,7, ,1,T,0,0,HA-063  ,150177
63,0,3, ,1,T,0,0,HB-063  ,182215
64,0,7, ,1,T,0,0,HA-064  ,151121
64,0,3, ,1,T,0,0,HB-064  ,183234
65,0,7, ,1,T,0,0,HA-065  ,152089
65,0,3, ,1,T,0,0,HB-065  ,184237
66,0,7, ,1,T,0,0,HA-066  ,153057
66,0,3, ,1,T,0,0,HB-066  ,185240
67,0,7, ,1,T,0,0,HA-067  ,154001
67,0,3, ,1,T,0,0,HB-067  ,186259
68,0,7, ,1,T,0,0,HA-068  ,154945
68,0,3, ,1,T,0,0,HB-068  ,187278
69,0,7, ,1,T,0,0,HA-069  ,155913
69,0,3, ,1,T,0,0,HB-069  ,188281
70,0,7, ,1,T,0,0,HA-070  ,156857
70,0,3, ,1,T,0,0,HB-070  ,189300
